2017,12,"I'm the One","DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne"
2017,13,"XO Tour Llif3","Lil Uzi Vert"
2017,14,"Mask Off","Future"
2017,15,"Unforgettable","French Montana featuring Swae Lee"
2017,16,"24K Magic","Bruno Mars"
2017,17,"Stay","Zedd and Alessia Cara"
2017,18,"Wild Thoughts","DJ Khaled featuring Rihanna and Bryson Tiller"
2017,19,"Black Beatles","Rae Sremmurd featuring Gucci Mane"
2017,20,"Starboy","The Weeknd featuring Daft Punk"
2017,21,"Location","Khalid"
2017,22,"Attention","Charlie Puth"
2017,23,"There's Nothing Holdin' Me Back","Shawn Mendes"
2017,24,"Bodak Yellow (Money Moves)","Cardi B"
2017,25,"Redbone","Childish Gambino"
2017,26,"I Don't Wanna Live Forever","Zayn and Taylor Swift"
2017,27,"It Ain't Me","Kygo and Selena Gomez"
2017,28,"iSpy","Kyle featuring Lil Yachty"
2017,29,"Issues","Julia Michaels"
2017,30,"Scars to Your Beautiful","Alessia Cara"
2017,31,"1-800-273-8255","Logic featuring Alessia Cara and Khalid"
2017,32,"Slow Hands","Niall Horan"
2017,33,"Love on the Brain","Rihanna"
2017,34,"I Feel It Coming","The Weeknd featuring Daft Punk"
2017,35,"Bounce Back","Big Sean"
2017,36,"Strip That Down","Liam Payne featuring Quavo"
2017,37,"Fake Love","Drake"
2017,38,"Don't Wanna Know","Maroon 5 featuring Kendrick Lamar"
2017,39,"Look What You Made Me Do","Taylor Swift"
2017,40,"Castle on the Hill","Ed Sheeran"
2017,41,"Bad Things","Machine Gun Kelly and Camila Cabello"
2017,42,"Paris","The Chainsmokers"
2017,43,"Side to Side","Ariana Grande featuring Nicki Minaj"
2017,44,"Rockabye","Clean Bandit featuring Sean Paul and Anne-Marie"
2017,45,"Feel It Still","Portugal. The Man"
2017,46,"Let Me Love You","DJ Snake featuring Justin Bieber"
2017,47,"Sorry Not Sorry","Demi Lovato"
2017,48,"Bank Account","21 Savage"
2017,49,"Can't Stop the Feeling!","Justin Timberlake"
2017,50,"Mi Gente","J Balvin and Willy William featuring Beyoncé"
2017,51,"Thunder","Imagine Dragons"
2017,52,"T-Shirt","Migos"
2017,53,"Rake It Up","Yo Gotti featuring Nicki Minaj"
2017,54,"Mercy","Shawn Mendes"
2017,55,"Tunnel Vision","Kodak Black"
2017,56,"Rockstar","Post Malone featuring 21 Savage"
2017,57,"In Case You Didn't Know","Brett Young"
2017,58,"Heathens","Twenty One Pilots"
2017,59,"Now or Never","Halsey"
2017,60,"Caroline","Aminé"
2017,61,"Rolex","Ayo & Teo"
2017,62,"DNA","Kendrick Lamar"
2017,63,"Juju on That Beat (TZ Anthem)","Zay Hilfigerrr & Zayion McCall"
2017,64,"Swang","Rae Sremmurd"
2017,65,"Passionfruit","Drake"
2017,66,"Loyalty","Kendrick Lamar featuring Rihanna"
2017,67,"Praying","Kesha"
2017,68,"Goosebumps","Travis Scott featuring Kendrick Lamar"
2017,69,"Cold","Maroon 5 featuring Future"
2017,70,"Broccoli","DRAM featuring Lil Yachty"
2017,71,"Slide","Calvin Harris featuring Frank Ocean and Migos"
2017,72,"What Ifs","Kane Brown featuring Lauren Alaina"
2017,73,"Chained to the Rhythm","Katy Perry featuring Skip Marley"
2017,74,"Feels","Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean"
2017,75,"All Time Low","Jon Bellion"
2017,76,"Hurricane","Luke Combs"
2017,77,"Too Good at Goodbyes","Sam Smith"
2017,78,"Young Dumb & Broke","Khalid"
2017,79,"Magnolia","Playboi Carti"
2017,80,"Love Galore","SZA featuring Travis Scott"
2017,81,"Drowning","A Boogie wit da Hoodie featuring Kodak Black"
2017,82,"Starving","Hailee Steinfeld and Grey featuring Zedd"
2017,83,"Both","Gucci Mane featuring Drake"
2017,84,"What About Us","Pink"
2017,85,"Swalla","Jason Derulo featuring Nicki Minaj and Ty Dolla Sign"
2017,86,"Slippery","Migos featuring Gucci Mane"
2017,87,"Sign of the Times","Harry Styles"
2017,88,"Water Under the Bridge","Adele"
2017,89,"Malibu","Miley Cyrus"
2017,90,"Down","Marian Hill"
2017,91,"No Promises","Cheat Codes featuring Demi Lovato"
2017,92,"Treat You Better","Shawn Mendes"
2017,93,"I Get the Bag","Gucci Mane featuring Migos"
2017,94,"Small Town Boy","Dustin Lynch"
2017,95,"Everyday We Lit","YFN Lucci featuring PnB Rock"
2017,96,"Havana","Camila Cabello featuring Young Thug"
2017,97,"What Lovers Do","Maroon 5 featuring SZA"
2017,98,"Do Re Mi","Blackbear"
2017,99,"Look at Me!","XXXTentacion"
2017,100,"The Fighter","Keith Urban featuring Carrie Underwood"
